rotten_tomatoes_link,movie_title,genres,directors,original_release_date,runtime,tomatometer_rating,long_review,long_reviews_count,year,genres_list,length_category
m/10009253-the_hammer,The Hammer,Comedy,Charles Herman-Wurmfeld,2007-04-26,93.0,80.0,False,28,2007.0,['Comedy'],Short
m/10009254-shutter,Shutter,"Horror, Mystery & Suspense",Masayuki Ochiai,2008-03-19,85.0,9.0,False,33,2008.0,"['Horror', ' Mystery & Suspense']",Short
m/10009274-priest,Priest,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy, Western",Scott Stewart,2011-05-13,87.0,15.0,False,70,2011.0,"['Action & Adventure', ' Horror', ' Mystery & Suspense', ' Science Fiction & Fantasy', ' Western']",Short
m/10009334-the_escapist,The Escapist,"Art House & International, Mystery & Suspense",Rupert Wyatt,2008-01-21,103.0,64.0,False,32,2008.0,"['Art House & International', ' Mystery & Suspense']",Short
m/10009355-sugar,Sugar,"Drama, Sports & Fitness","Anna Boden, Ryan Fleck",2008-01-21,118.0,92.0,True,109,2008.0,"['Drama', ' Sports & Fitness']",Short
m/10009420-quid_pro_quo,Quid Pro Quo,"Drama, Mystery & Suspense",Carlos Brooks,2008-01-20,81.0,61.0,True,29,2008.0,"['Drama', ' Mystery & Suspense']",Short
m/10009421-red,Red,"Drama, Mystery & Suspense","Trygve Allister Diesen, Lucky McKee",2008-08-08,95.0,70.0,False,15,2008.0,"['Drama', ' Mystery & Suspense']",Short
m/10009426-guitar,The Guitar,Drama,Amy Redford,2008-11-07,95.0,33.0,False,9,2008.0,['Drama'],Short
m/10009460-the_road,The Road,"Drama, Mystery & Suspense, Science Fiction & Fantasy",John Hillcoat,2009-11-25,110.0,73.0,True,159,2009.0,"['Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/10009462-g_force,G-Force,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy","Hoyt Yeatman, Hoyt Yeatman IV",2009-07-24,88.0,22.0,True,81,2009.0,"['Action & Adventure', ' Comedy', ' Kids & Family', ' Science Fiction & Fantasy']",Short
m/10009469-the_other_man,The Other Man,Drama,Richard Eyre,2008-12-03,90.0,15.0,True,24,2008.0,['Drama'],Short
m/10009493-duchess,The Duchess,Drama,Saul Dibb,2008-09-05,109.0,62.0,True,109,2008.0,['Drama'],Short
m/10009516-women,The Women,"Comedy, Drama",Diane English,2008-09-04,114.0,14.0,False,97,2008.0,"['Comedy', ' Drama']",Short
m/10009526-public_enemies,Public Enemies,"Action & Adventure, Drama",Michael Mann,2009-07-01,140.0,68.0,True,198,2009.0,"['Action & Adventure', ' Drama']",Long
m/10009547-night_and_day,Night and Day (Bam gua nat),"Art House & International, Drama",Hong Sang-soo,2009-10-23,,93.0,True,10,2009.0,"['Art House & International', ' Drama']",Short
m/10009552-julia,Julia,"Art House & International, Drama, Mystery & Suspense",Erick Zonca,2009-05-08,144.0,72.0,False,45,2009.0,"['Art House & International', ' Drama', ' Mystery & Suspense']",Long
m/1000957-angel_and_the_badman,Angel and the Badman,"Classics, Western, Romance",James Edward Grant,1947-02-15,100.0,71.0,False,3,1947.0,"['Classics', ' Western', ' Romance']",Short
m/10009583-fade_to_black,Fade to Black,Mystery & Suspense,Oliver Parker,2006-10-09,105.0,29.0,True,5,2006.0,['Mystery & Suspense'],Short
m/1000959-angel_heart,Angel Heart,"Drama, Mystery & Suspense",Alan Parker,1987-03-06,113.0,79.0,True,6,1987.0,"['Drama', ' Mystery & Suspense']",Short
m/10009596-old_dogs,Old Dogs,"Comedy, Drama, Kids & Family","Walt Becker, Walter Becker",2009-11-25,88.0,5.0,False,59,2009.0,"['Comedy', ' Drama', ' Kids & Family']",Short
m/10009598-surrogates,Surrogates,"Action & Adventure, Comedy, Mystery & Suspense, Science Fiction & Fantasy",Jonathan Mostow,2009-09-25,88.0,37.0,True,78,2009.0,"['Action & Adventure', ' Comedy', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/10009624-promotion,The Promotion,Comedy,Steven Conrad,2008-03-09,86.0,53.0,False,47,2008.0,['Comedy'],Short
m/10009632-notorious,Notorious,"Drama, Musical & Performing Arts",George Tillman Jr.,2009-01-16,122.0,52.0,True,100,2009.0,"['Drama', ' Musical & Performing Arts']",Long
m/10009635-soul_men,Soul Men,"Comedy, Musical & Performing Arts",Malcolm D. Lee,2008-11-07,100.0,46.0,True,64,2008.0,"['Comedy', ' Musical & Performing Arts']",Short
m/10009636-igor,Igor,"Animation, Comedy, Kids & Family","Anthony Leondis, Tony Leondis",2008-09-19,86.0,39.0,True,57,2008.0,"['Animation', ' Comedy', ' Kids & Family']",Short
m/10009680-matador,The Matador,"Documentary, Special Interest","Stephen Higgins, Nina Gilden Seavey",2008-03-10,75.0,73.0,False,11,2008.0,"['Documentary', ' Special Interest']",Short
m/10009791-auteur,The Auteur,Comedy,James Westby,2008-01-01,80.0,67.0,True,5,2008.0,['Comedy'],Short
m/10009799-caller,The Caller,"Drama, Mystery & Suspense",Richard Ledes,2008-09-26,95.0,13.0,True,12,2008.0,"['Drama', ' Mystery & Suspense']",Short
m/10009823-sin_nombre,Sin Nombre,"Drama, Mystery & Suspense",Cary Joji Fukunaga,2009-03-20,96.0,88.0,True,87,2009.0,"['Drama', ' Mystery & Suspense']",Short
m/10009828-house_of_sleeping_beauties,Das Haus der Schlafenden Schönen (House of the Sleeping Beauties),"Art House & International, Drama",Vadim Glowna,2008-11-14,99.0,28.0,True,15,2008.0,"['Art House & International', ' Drama']",Short
m/10009890-stone_angel,The Stone Angel,Drama,Kari Skogland,2007-09-12,115.0,44.0,True,16,2007.0,['Drama'],Short
m/10009926-alvin_and_the_chipmunks_2,Alvin and the Chipmunks: The Squeakquel,"Animation, Comedy, Kids & Family",Betty Thomas,2009-12-23,89.0,20.0,True,55,2009.0,"['Animation', ' Comedy', ' Kids & Family']",Short
m/10009929-a_christmas_tale,Un Conte de Noël (A Christmas Tale),"Art House & International, Comedy, Drama",Arnaud Desplechin,2008-11-14,150.0,86.0,True,96,2008.0,"['Art House & International', ' Comedy', ' Drama']",Long
m/10009980-rebound,The Rebound,"Comedy, Romance",Bart Freundlich,2009-02-06,97.0,41.0,False,22,2009.0,"['Comedy', ' Romance']",Short
m/10009992-ripple_effect,Ripple Effect,Drama,Philippe Caland,2008-07-11,83.0,29.0,False,4,2008.0,['Drama'],Short
m/1000_times_good_night,"1,000 Times Good Night",Drama,Erik Poppe,2014-10-24,117.0,71.0,True,42,2014.0,['Drama'],Short
m/10010011-harold,Harold,Comedy,T. Sean Shannon,2008-07-11,94.0,31.0,True,10,2008.0,['Comedy'],Short
m/10010066-push,Push,"Mystery & Suspense, Science Fiction & Fantasy",Paul McGuigan,2009-02-06,111.0,23.0,True,71,2009.0,"['Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/10010077-felon,Felon,"Action & Adventure, Drama, Mystery & Suspense",Ric Roman Waugh,2008-07-17,104.0,63.0,False,17,2008.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/10010131-scar,Scar,"Drama, Horror, Mystery & Suspense",Jed Weintrob,2007-05-20,78.0,0.0,False,13,2007.0,"['Drama', ' Horror', ' Mystery & Suspense']",Short
m/10010150-unborn,The Unborn,"Horror, Mystery & Suspense",David S. Goyer,2009-01-09,88.0,10.0,True,78,2009.0,"['Horror', ' Mystery & Suspense']",Short
m/10010153-bitch_slap,Bitch Slap,Action & Adventure,Rick Jacobson,2010-01-08,104.0,29.0,False,10,2010.0,['Action & Adventure'],Short
m/10010155-forever_strong,Forever Strong,Drama,Ryan Little,2008-09-26,112.0,29.0,True,14,2008.0,['Drama'],Short
m/10010208-chocolate,Chocolate,"Action & Adventure, Art House & International",Prachya Pinkaew,2008-02-06,110.0,74.0,False,18,2008.0,"['Action & Adventure', ' Art House & International']",Short
m/10010214-fireproof,Fireproof,Drama,Alex Kendrick,2008-09-26,122.0,38.0,True,16,2008.0,['Drama'],Long
m/10010229-dostana,Dostana,"Art House & International, Comedy","Tarun Mansukhani, Raj Khosla",2008-11-13,145.0,87.0,False,10,2008.0,"['Art House & International', ' Comedy']",Long
m/10010249-the_garden,The Garden,"Documentary, Special Interest",Scott Hamilton Kennedy,2008-06-18,80.0,79.0,True,17,2008.0,"['Documentary', ' Special Interest']",Short
m/10010329-splinter,Splinter,"Horror, Mystery & Suspense",Toby Wilkins,2008-10-31,82.0,73.0,True,24,2008.0,"['Horror', ' Mystery & Suspense']",Short
m/10010334-leaves_of_grass,Leaves of Grass,"Comedy, Drama, Mystery & Suspense",Tim Blake Nelson,2010-04-02,104.0,61.0,True,29,2010.0,"['Comedy', ' Drama', ' Mystery & Suspense']",Short
m/10010335-rab_ne_bana_di_jodi,Rab Ne Bana Di Jodi (A Couple Made by God) (A Match Made in Heaven),Romance,Aditya Chopra,2008-12-11,96.0,78.0,True,8,2008.0,['Romance'],Short
m/10010458-proposal,The Proposal,"Comedy, Romance",Anne Fletcher,2009-06-19,108.0,45.0,True,136,2009.0,"['Comedy', ' Romance']",Short
m/10010552-gigantic,Gigantic,"Comedy, Romance",Matt Aselton,2009-04-03,99.0,36.0,False,54,2009.0,"['Comedy', ' Romance']",Short
m/10010568-fuel,Fuel,"Documentary, Special Interest",,2008-10-17,111.0,72.0,True,12,2008.0,"['Documentary', ' Special Interest']",Short
m/10010571-hush,Hush,Mystery & Suspense,Mark Tonderai,2009-02-01,91.0,50.0,True,5,2009.0,['Mystery & Suspense'],Short
m/1001063-anna_karenina,Anna Karenina,"Classics, Drama, Romance",Clarence Brown,1935-01-01,95.0,93.0,False,8,1935.0,"['Classics', ' Drama', ' Romance']",Short
m/10010658-orphan,Orphan,"Drama, Horror, Mystery & Suspense",Jaume Collet-Serra,2009-07-24,123.0,56.0,True,105,2009.0,"['Drama', ' Horror', ' Mystery & Suspense']",Long
m/10010662-my_sisters_keeper,My Sister's Keeper,Drama,,2009-06-26,108.0,48.0,True,93,2009.0,['Drama'],Short
m/10010667-hangover,The Hangover,Comedy,Todd Phillips,2009-06-05,99.0,78.0,True,160,2009.0,['Comedy'],Short
m/10010668-stepfather,The Stepfather,"Horror, Mystery & Suspense",Nelson McCormick,2009-10-16,101.0,11.0,True,42,2009.0,"['Horror', ' Mystery & Suspense']",Short
m/10010675-departures,Okuribito (Departures),"Art House & International, Drama",Yojiro Takita,2009-05-29,130.0,80.0,True,67,2009.0,"['Art House & International', ' Drama']",Long
m/10010680-boogie,Boogie (Summer Holiday),"Comedy, Drama",Radu Muntean,2008-05-16,102.0,100.0,True,6,2008.0,"['Comedy', ' Drama']",Short
m/10010692-ballerina,Prima Ballerina,"Art House & International, Special Interest",Laurent Gentot,2009-01-16,,81.0,True,16,2009.0,"['Art House & International', ' Special Interest']",Short
m/10010694-season_of_the_witch,Season of the Witch,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",Dominic Sena,2011-01-07,95.0,11.0,False,82,2011.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/10010703-shuttle,Shuttle,Mystery & Suspense,Edward Anderson,2009-03-08,106.0,50.0,False,10,2009.0,['Mystery & Suspense'],Short
m/10010760-miss_march,Miss March,Comedy,"Zach Cregger, Trevor Moore",2009-03-13,89.0,5.0,True,50,2009.0,['Comedy'],Short
m/10010782-american_affair,An American Affair,"Drama, Mystery & Suspense","William Olsson, William Sten Olsson",2009-02-27,93.0,16.0,True,24,2009.0,"['Drama', ' Mystery & Suspense']",Short
m/10010785-grace,Grace,"Drama, Horror",Paul Solet,2009-08-14,94.0,71.0,True,24,2009.0,"['Drama', ' Horror']",Short
m/10010787-endgame,Endgame,"Drama, Mystery & Suspense",Pete Travis,2009-11-06,109.0,71.0,False,4,2009.0,"['Drama', ' Mystery & Suspense']",Short
m/10010789-red_baron,The Red Baron (Der rote Baron),"Action & Adventure, Drama, Romance",Nikolai Muellerschoen,2008-03-31,106.0,20.0,False,13,2008.0,"['Action & Adventure', ' Drama', ' Romance']",Short
m/10010919-objective,The Objective,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Daniel Myrick,2008-04-24,90.0,33.0,False,10,2008.0,"['Action & Adventure', ' Horror', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/10010940-happy_tears,Happy Tears,"Comedy, Drama",Mitchell Lichtenstein,2010-02-19,96.0,27.0,True,21,2010.0,"['Comedy', ' Drama']",Short
m/10010944-missing_person,The Missing Person,"Comedy, Drama, Mystery & Suspense",Noah Buschel,2009-11-20,95.0,64.0,True,22,2009.0,"['Comedy', ' Drama', ' Mystery & Suspense']",Short
m/10010957-polanski_unauthorized,Polanski (Polanski Unauthorized),"Art House & International, Drama",Damian Chapa,2009-01-09,89.0,0.0,True,5,2009.0,"['Art House & International', ' Drama']",Short
m/10010972-mammoth,Mammoth (Mammut),"Art House & International, Drama",Lukas Moodysson,2009-11-20,125.0,45.0,False,25,2009.0,"['Art House & International', ' Drama']",Long
m/10011003-crude,Crude,"Documentary, Special Interest",Joe Berlinger,2009-09-09,104.0,95.0,True,50,2009.0,"['Documentary', ' Special Interest']",Short
m/10011016-messenger,The Messenger,"Drama, Romance",Oren Moverman,2009-11-13,112.0,90.0,False,110,2009.0,"['Drama', ' Romance']",Short
m/10011050-lake_mungo,Lake Mungo,"Horror, Mystery & Suspense",Joel Anderson,2009-02-07,89.0,95.0,True,15,2009.0,"['Horror', ' Mystery & Suspense']",Short
m/10011079-country_teacher,Venkovský Ucitel (The Country Teacher),"Art House & International, Drama",Bohdan Sláma,2008-03-20,115.0,81.0,False,21,2008.0,"['Art House & International', ' Drama']",Short
m/1001115-apartment,The Apartment,"Classics, Comedy, Drama, Romance",Billy Wilder,1960-06-15,125.0,93.0,True,46,1960.0,"['Classics', ' Comedy', ' Drama', ' Romance']",Long
m/10011154-golden_boys,Chatham (The Golden Boys),"Comedy, Romance",Daniel Adams,2009-04-17,97.0,28.0,True,13,2009.0,"['Comedy', ' Romance']",Short
m/1001117-ape,The Ape,"Classics, Drama, Horror, Science Fiction & Fantasy",William Nigh,1940-09-30,62.0,43.0,False,0,1940.0,"['Classics', ' Drama', ' Horror', ' Science Fiction & Fantasy']",Short
m/10011235-fame,Fame,"Drama, Musical & Performing Arts, Romance",Kevin Tancharoen,2009-09-25,107.0,24.0,True,86,2009.0,"['Drama', ' Musical & Performing Arts', ' Romance']",Short
m/10011262-outrage,Outrage,Documentary,Kirby Dick,2009-05-08,90.0,77.0,False,42,2009.0,['Documentary'],Short
m/10011284-skin,Skin,"Art House & International, Drama, Mystery & Suspense",Anthony Fabian,2009-10-30,107.0,84.0,False,44,2009.0,"['Art House & International', ' Drama', ' Mystery & Suspense']",Short
m/10011303-helen,Helen,Drama,"Christine Molloy, Joe Lawlor (II)",2008-05-01,79.0,67.0,True,15,2008.0,['Drama'],Short
m/10011304-thirst,Bakjwi (Thirst),"Art House & International, Drama, Horror",Park Chan-wook,2009-04-30,133.0,81.0,False,81,2009.0,"['Art House & International', ' Drama', ' Horror']",Long
m/10011335-vengeance,Vengeance (Fuk sau),"Action & Adventure, Art House & International, Mystery & Suspense",Johnnie To,2010-08-04,108.0,91.0,True,16,2010.0,"['Action & Adventure', ' Art House & International', ' Mystery & Suspense']",Short
m/10011379-new_world_order,New World Order,"Documentary, Special Interest","Luke Meyer, Andrew Neel",2009-05-22,85.0,56.0,True,7,2009.0,"['Documentary', ' Special Interest']",Short
m/1001138-april_fools_day,April Fool's Day,Horror,Fred Walton,1986-03-27,89.0,50.0,False,6,1986.0,['Horror'],Short
m/10011388-blood_the_last_vampire,Blood: The Last Vampire,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy",Chris Nahon,2009-07-10,89.0,25.0,True,35,2009.0,"['Action & Adventure', ' Art House & International', ' Horror', ' Science Fiction & Fantasy']",Short
m/10011435-shrink,Shrink,"Comedy, Drama",Jonas Pate,2009-07-24,104.0,27.0,False,43,2009.0,"['Comedy', ' Drama']",Short
m/10011457-ong_bak_2_2009,Ong Bak 2,"Action & Adventure, Art House & International","Panna Rittikrai, Prachya Pinkaew, Tony Jaa",2009-10-23,97.0,48.0,True,50,2009.0,"['Action & Adventure', ' Art House & International']",Short
m/10011489-bananas,Bananas!,"Art House & International, Documentary, Special Interest",Fredrik Gertten,2009-06-20,87.0,86.0,False,5,2009.0,"['Art House & International', ' Documentary', ' Special Interest']",Short
m/10011494-last_ride,Last Ride,Drama,Glendyn Ivin,2012-06-29,100.0,93.0,False,21,2012.0,['Drama'],Short
m/10011582-TRON_legacy,Tron Legacy,"Action & Adventure, Science Fiction & Fantasy",Joseph Kosinski,2010-12-17,125.0,51.0,True,174,2010.0,"['Action & Adventure', ' Science Fiction & Fantasy']",Long
m/10011647-canyon,The Canyon,"Drama, Mystery & Suspense",Richard Harrah,2009-10-23,102.0,27.0,True,9,2009.0,"['Drama', ' Mystery & Suspense']",Short
m/10011699-leslie_my_name_is_evil,"Manson, My Name Is Evil","Comedy, Drama, Science Fiction & Fantasy",Reginald Harkema,2009-09-14,85.0,67.0,False,5,2009.0,"['Comedy', ' Drama', ' Science Fiction & Fantasy']",Short
m/10011721-broken_hill,Broken Hill,"Drama, Kids & Family",Dagen Merrill,2009-09-11,102.0,50.0,True,4,2009.0,"['Drama', ' Kids & Family']",Short
m/10011735-beautiful_life,A Beautiful Life,Drama,Alejandro Chomski,2009-10-02,81.0,0.0,True,8,2009.0,['Drama'],Short
m/10011736-suck,Suck,"Comedy, Horror, Musical & Performing Arts",Rob Stefaniuk,2010-08-02,91.0,50.0,True,7,2010.0,"['Comedy', ' Horror', ' Musical & Performing Arts']",Short
m/10011774-chloe,Chloe,"Drama, Mystery & Suspense",Atom Egoyan,2010-03-26,96.0,51.0,True,122,2010.0,"['Drama', ' Mystery & Suspense']",Short
m/1001180-armed_and_dangerous,Armed and Dangerous,Comedy,Mark L. Lester,1986-08-15,88.0,10.0,True,3,1986.0,['Comedy'],Short
m/10011815-hole,The Hole,"Kids & Family, Mystery & Suspense, Science Fiction & Fantasy",Joe Dante,2012-09-28,92.0,81.0,False,21,2012.0,"['Kids & Family', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/10011846-nobodys_perfect,NoBody's Perfect,"Art House & International, Documentary, Drama, Special Interest, Sports & Fitness",Niko von Glasow,2008-09-08,84.0,73.0,True,7,2008.0,"['Art House & International', ' Documentary', ' Drama', ' Special Interest', ' Sports & Fitness']",Short
m/10011854-good_soldier,The Good Soldier,"Documentary, Drama, Special Interest, Television","Michael Uys, Lexy Lovell",2009-10-09,79.0,75.0,False,9,2009.0,"['Documentary', ' Drama', ' Special Interest', ' Television']",Short
m/10011857-high_life,High Life,Comedy,Gary Yates,2009-09-15,80.0,80.0,False,3,2009.0,['Comedy'],Short
m/1001193-around_the_world_in_80_days,Around the World in 80 Days,"Action & Adventure, Comedy, Drama, Kids & Family",Michael Anderson,1956-10-17,170.0,69.0,True,23,1956.0,"['Action & Adventure', ' Comedy', ' Drama', ' Kids & Family']",Long
m/10011943-fall,The Fall,"Drama, Mystery & Suspense",John Krueger,2009-10-30,115.0,20.0,True,4,2009.0,"['Drama', ' Mystery & Suspense']",Short
m/10011944-good_heart,The Good Heart,Drama,Dagur Kári,2010-04-30,98.0,30.0,True,26,2010.0,['Drama'],Short
m/10011946-wonderful_world,Wonderful World,"Drama, Romance",Joshua Goldin,2010-01-08,95.0,42.0,True,17,2010.0,"['Drama', ' Romance']",Short
m/10011949-collapse,Collapse,"Documentary, Special Interest",Chris Smith,2009-11-06,80.0,83.0,True,29,2009.0,"['Documentary', ' Special Interest']",Short
m/10011984-last_song,The Last Song,"Drama, Kids & Family, Romance",Julie Ann Robinson,2010-03-31,108.0,21.0,True,86,2010.0,"['Drama', ' Kids & Family', ' Romance']",Short
m/10012014-babies,Babies,"Documentary, Special Interest","Thomas Balmès, Thomas Balmès",2010-05-07,79.0,68.0,True,86,2010.0,"['Documentary', ' Special Interest']",Short
m/10012039-lottery_ticket,Lottery Ticket,Comedy,Erik White,2010-08-20,95.0,34.0,False,49,2010.0,['Comedy'],Short
m/10012042-going_the_distance,Going the Distance,"Comedy, Romance",Nanette Burstein,2010-09-03,98.0,54.0,False,109,2010.0,"['Comedy', ' Romance']",Short
m/10012044-life_as_we_know_it,Life as We Know It,"Comedy, Drama","Gary Berlanti, Greg Berlanti",2010-10-08,113.0,29.0,False,99,2010.0,"['Comedy', ' Drama']",Short
m/10012050-final,The Final,"Drama, Horror, Mystery & Suspense",Joey Stewart,2010-01-29,,13.0,True,1,2010.0,"['Drama', ' Horror', ' Mystery & Suspense']",Short
