rotten_tomatoes_link,movie_title,genres,directors,original_release_date,runtime,tomatometer_rating,long_review,long_reviews_count,year,genres_list,length_category
m/bottled_up_2013,Bottled Up,Drama,Enid Zentelis,2014-02-28,84.0,33.0,False,4,2014.0,['Drama'],Short
m/bottom_of_the_9th_2019,Bottom of the 9th,Drama,Raymond De Felitta,2019-07-19,111.0,69.0,True,12,2019.0,['Drama'],Short
m/boulevard_2014,Boulevard,"Drama, Special Interest",Dito Montiel,2015-07-10,88.0,52.0,False,48,2015.0,"['Drama', ' Special Interest']",Short
m/bounce,Bounce,"Drama, Romance",Don Roos,2000-11-17,106.0,52.0,True,36,2000.0,"['Drama', ' Romance']",Short
m/bound,Bound,"Drama, Mystery & Suspense","Lilly Wachowski, Lana Wachowski",1996-10-04,108.0,89.0,False,10,1996.0,"['Drama', ' Mystery & Suspense']",Short
m/bound_by_flesh_2012,Bound By Flesh,"Documentary, Special Interest",Leslie Zemeckis,2014-06-27,90.0,94.0,True,11,2014.0,"['Documentary', ' Special Interest']",Short
m/bound_to_vengeance,Bound to Vengeance,Horror,Jose Manuel Cravioto,2015-06-26,80.0,20.0,False,10,2015.0,['Horror'],Short
m/bounty_killer_2013,Bounty Killer,"Action & Adventure, Drama, Mystery & Suspense",Henry Saine,2013-09-06,93.0,59.0,False,21,2013.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/bourne_identity,The Bourne Identity,"Action & Adventure, Mystery & Suspense",Doug Liman,2002-06-14,113.0,83.0,True,125,2002.0,"['Action & Adventure', ' Mystery & Suspense']",Short
m/bourne_supremacy,The Bourne Supremacy,"Action & Adventure, Drama, Mystery & Suspense",Paul Greengrass,2004-07-23,108.0,82.0,False,108,2004.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/bourne_ultimatum,The Bourne Ultimatum,"Action & Adventure, Drama, Mystery & Suspense",Paul Greengrass,2007-08-03,115.0,92.0,True,179,2007.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/bowery_at_midnight,Bowery at Midnight,"Classics, Comedy, Drama, Horror, Mystery & Suspense",Wallace Fox,1942-10-30,63.0,40.0,False,0,1942.0,"['Classics', ' Comedy', ' Drama', ' Horror', ' Mystery & Suspense']",Short
m/bowfinger,Bowfinger,Comedy,Frank Oz,1999-08-13,97.0,81.0,False,40,1999.0,['Comedy'],Short
m/bowling_for_columbine,Bowling for Columbine,"Documentary, Special Interest",Michael Moore,2002-10-11,120.0,95.0,False,99,2002.0,"['Documentary', ' Special Interest']",Short
m/box_of_moonlight,Box of Moonlight,"Comedy, Drama",Tom DiCillo,1997-07-25,111.0,61.0,False,3,1997.0,"['Comedy', ' Drama']",Short
m/boxcar_bertha,Boxcar Bertha,"Action & Adventure, Classics, Drama, Mystery & Suspense",Martin Scorsese,1972-06-14,89.0,52.0,False,9,1972.0,"['Action & Adventure', ' Classics', ' Drama', ' Mystery & Suspense']",Short
m/boy_2012,Boy,"Comedy, Drama",Taika Waititi,2012-03-02,88.0,87.0,True,48,2012.0,"['Comedy', ' Drama']",Short
m/boy_a,Boy A,Drama,John Crowley,2007-09-08,99.0,88.0,False,36,2007.0,['Drama'],Short
m/boy_and_his_dog,A Boy and His Dog,"Comedy, Cult Movies, Drama, Mystery & Suspense, Science Fiction & Fantasy",L.Q. Jones,1975-03-01,91.0,76.0,False,10,1975.0,"['Comedy', ' Cult Movies', ' Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/boy_and_the_world,Boy and the World (O Menino e o Mundo),"Animation, Art House & International",Alê Abreu,2015-12-11,80.0,93.0,True,45,2015.0,"['Animation', ' Art House & International']",Short
m/boy_culture,Boy Culture,"Comedy, Drama, Gay & Lesbian",Q. Allan Brocka,2007-03-23,88.0,70.0,True,18,2007.0,"['Comedy', ' Drama', ' Gay & Lesbian']",Short
m/boy_erased,Boy Erased,Drama,Joel Edgerton,2018-11-02,115.0,81.0,False,197,2018.0,['Drama'],Short
m/boy_friend,The Boy Friend,"Comedy, Musical & Performing Arts, Romance",Ken Russell,1971-12-16,136.0,83.0,False,5,1971.0,"['Comedy', ' Musical & Performing Arts', ' Romance']",Long
m/boy_in_the_striped_pajamas,The Boy in the Striped Pajamas (The Boy in the Striped Pyjamas),Drama,Mark Herman,2008-11-07,94.0,64.0,True,102,2008.0,['Drama'],Short
m/boy_meets_girl_2014,Boy Meets Girl,"Comedy, Drama, Romance",Eric Schaeffer,2015-02-06,95.0,88.0,True,13,2015.0,"['Comedy', ' Drama', ' Romance']",Short
m/boy_named_charlie_brown,A Boy Named Charlie Brown,"Animation, Kids & Family",Bill Melendez,1969-12-04,85.0,95.0,False,8,1969.0,"['Animation', ' Kids & Family']",Short
m/boy_who_could_fly,The Boy Who Could Fly,"Drama, Kids & Family, Science Fiction & Fantasy",Nick Castle Jr.,1986-08-15,108.0,63.0,True,13,1986.0,"['Drama', ' Kids & Family', ' Science Fiction & Fantasy']",Short
m/boy_wonder,Boy Wonder,"Action & Adventure, Drama, Mystery & Suspense",Michael Morrissey,2011-10-21,93.0,57.0,True,5,2011.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Short
m/boyhood,Boyhood,Drama,Richard Linklater,2014-07-11,165.0,97.0,True,230,2014.0,['Drama'],Long
m/boynton_beach_club,Boynton Beach Club,"Comedy, Drama",Susan Seidelman,2006-08-04,105.0,60.0,True,40,2006.0,"['Comedy', ' Drama']",Short
m/boys_and_girls,Boys and Girls,"Comedy, Romance",Robert Iscove,2000-06-16,94.0,11.0,False,22,2000.0,"['Comedy', ' Romance']",Short
m/boys_dont_cry,Boys Don't Cry,Drama,Kimberly Peirce,1999-10-08,119.0,88.0,False,19,1999.0,['Drama'],Short
m/boys_of_abu_ghraib,Boys of Abu Ghraib,"Drama, Mystery & Suspense",Luke Moran,2014-03-28,102.0,30.0,True,9,2014.0,"['Drama', ' Mystery & Suspense']",Short
m/boys_on_the_side,Boys on the Side,"Comedy, Drama",Herbert Ross,1995-02-03,117.0,74.0,True,9,1995.0,"['Comedy', ' Drama']",Short
m/boys_the_sherman_brothers_story,The Boys: The Sherman Brothers' Story,"Documentary, Musical & Performing Arts, Television","Jeffrey C. Sherman, Gregory V. Sherman, Jeff Sherman",2009-05-22,101.0,90.0,True,17,2009.0,"['Documentary', ' Musical & Performing Arts', ' Television']",Short
m/boys_town,Boys Town,"Classics, Drama",Norman Taurog,1938-09-09,96.0,90.0,True,2,1938.0,"['Classics', ' Drama']",Short
m/boyz_n_the_hood,Boyz n the Hood,Drama,John Singleton,1991-07-12,112.0,96.0,True,38,1991.0,['Drama'],Short
m/bra_boys,Bra Boys,"Documentary, Special Interest",Sunny Abberton,2008-08-12,90.0,59.0,False,14,2008.0,"['Documentary', ' Special Interest']",Short
m/brads_status,Brad's Status,"Comedy, Drama",Mike White,2017-09-15,102.0,79.0,True,123,2017.0,"['Comedy', ' Drama']",Short
m/brahms_the_boy_ii,Brahms: The Boy II,"Horror, Mystery & Suspense",William Brent Bell,2020-02-21,86.0,9.0,True,44,2020.0,"['Horror', ' Mystery & Suspense']",Short
m/braid_2019,Braid,"Horror, Mystery & Suspense",Mitzi Peirone,2019-02-01,82.0,87.0,True,16,2019.0,"['Horror', ' Mystery & Suspense']",Short
m/brain_damage,Brain Damage,"Comedy, Horror",Frank Henenlotter,1988-04-15,94.0,67.0,False,7,1988.0,"['Comedy', ' Horror']",Short
m/brain_dead,Brain Dead,"Drama, Horror, Science Fiction & Fantasy",Adam Simon,1989-06-01,85.0,17.0,False,1,1989.0,"['Drama', ' Horror', ' Science Fiction & Fantasy']",Short
m/brain_donors,Brain Donors,Comedy,Dennis Dugan,1992-04-17,79.0,45.0,False,2,1992.0,['Comedy'],Short
m/brain_on_fire,Brain on Fire,Drama,Gerard Barrett,2018-06-22,95.0,13.0,True,10,2018.0,['Drama'],Short
m/brainscan,Brainscan,"Horror, Science Fiction & Fantasy",John J. Flynn Jr.,1994-01-01,95.0,19.0,False,7,1994.0,"['Horror', ' Science Fiction & Fantasy']",Short
m/brake,Brake,"Action & Adventure, Mystery & Suspense",Gabe Torres,2012-03-23,92.0,44.0,True,20,2012.0,"['Action & Adventure', ' Mystery & Suspense']",Short
m/bramptons_own,Brampton's Own,Drama,Michael Doneger,2018-10-19,90.0,40.0,True,5,2018.0,['Drama'],Short
m/bran-nue-day,Bran Nue Dae,"Comedy, Musical & Performing Arts",Rachel Perkins,2010-09-10,88.0,56.0,True,48,2010.0,"['Comedy', ' Musical & Performing Arts']",Short
m/branded_2012,Branded,"Drama, Mystery & Suspense, Science Fiction & Fantasy","Alexander Doulerain, Jamie Bradshaw",2012-09-07,106.0,9.0,False,4,2012.0,"['Drama', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/branded_to_kill,Branded to Kill,"Action & Adventure, Art House & International, Drama",Seijun Suzuki,1967-01-01,91.0,100.0,False,11,1967.0,"['Action & Adventure', ' Art House & International', ' Drama']",Short
m/brandon_teena_story,The Brandon Teena Story,"Documentary, Special Interest","Susan Muska, Gréta Olafsdóttir",1998-09-23,89.0,69.0,True,2,1998.0,"['Documentary', ' Special Interest']",Short
m/brannigan,Brannigan,"Action & Adventure, Classics, Drama, Mystery & Suspense",Douglas Hickox,1975-03-26,111.0,20.0,False,5,1975.0,"['Action & Adventure', ' Classics', ' Drama', ' Mystery & Suspense']",Short
m/bratz_the_movie,Bratz: The Movie,"Comedy, Kids & Family",Sean McNamara,2007-08-03,110.0,10.0,True,52,2007.0,"['Comedy', ' Kids & Family']",Short
m/bravados,The Bravados,"Classics, Drama, Western",Henry King,1958-01-01,98.0,100.0,False,2,1958.0,"['Classics', ' Drama', ' Western']",Short
m/brave_2012,Brave,"Animation, Comedy, Kids & Family","Brenda Chapman, Mark Andrews",2012-06-22,93.0,78.0,True,184,2012.0,"['Animation', ' Comedy', ' Kids & Family']",Short
m/brave_little_toaster_to_the_rescue,Brave Little Toaster to the Rescue,"Animation, Kids & Family",Robert Ramirez,1999-05-25,74.0,40.0,False,0,1999.0,"['Animation', ' Kids & Family']",Short
m/brave_new_jersey_2017,Brave New Jersey,Comedy,Jody Lambert,2017-08-04,91.0,47.0,True,11,2017.0,['Comedy'],Short
m/brave_one,The Brave One,"Action & Adventure, Drama, Mystery & Suspense",Neil Jordan,2007-09-14,122.0,43.0,True,124,2007.0,"['Action & Adventure', ' Drama', ' Mystery & Suspense']",Long
m/braven,Braven,"Action & Adventure, Drama",Lin Oeding,2018-02-02,94.0,77.0,False,23,2018.0,"['Action & Adventure', ' Drama']",Short
m/bravetown,Bravetown,Romance,Daniel Duran,2015-05-08,110.0,25.0,False,11,2015.0,['Romance'],Short
m/brawl_in_cell_block_99,Brawl in Cell Block 99,"Action & Adventure, Mystery & Suspense",S. Craig Zahler,2017-10-06,132.0,91.0,True,72,2017.0,"['Action & Adventure', ' Mystery & Suspense']",Long
m/breach,Breach,"Drama, Mystery & Suspense",Billy Ray,2007-02-16,110.0,84.0,True,120,2007.0,"['Drama', ' Mystery & Suspense']",Short
m/bread_and_tulips,Bread & Tulips,"Art House & International, Comedy, Drama, Romance",Silvio Soldini,2001-08-10,114.0,71.0,False,21,2001.0,"['Art House & International', ' Comedy', ' Drama', ' Romance']",Short
m/break_ke_baad,Break Ke Baad,"Art House & International, Comedy, Drama, Romance",Danish Aslam,2010-11-24,113.0,17.0,True,6,2010.0,"['Art House & International', ' Comedy', ' Drama', ' Romance']",Short
m/break_point,Break Point,Comedy,Jay Karas,2015-09-04,90.0,71.0,True,15,2015.0,['Comedy'],Short
m/break_up,The Break-Up,"Comedy, Drama, Romance",Peyton Reed,2006-06-01,107.0,34.0,False,127,2006.0,"['Comedy', ' Drama', ' Romance']",Short
m/breaker_morant,'Breaker' Morant,"Art House & International, Drama",Bruce Beresford,1980-05-01,107.0,100.0,True,4,1980.0,"['Art House & International', ' Drama']",Short
m/breakfast_at_tiffanys,Breakfast at Tiffany's,"Classics, Comedy, Drama, Romance",Blake Edwards,1961-10-05,115.0,88.0,True,22,1961.0,"['Classics', ' Comedy', ' Drama', ' Romance']",Short
m/breakfast_club,The Breakfast Club,"Comedy, Drama",John Hughes,1985-05-15,92.0,89.0,False,35,1985.0,"['Comedy', ' Drama']",Short
m/breakfast_with_scot,Breakfast with Scot,"Comedy, Drama",Laurie Lynd,2007-09-09,93.0,54.0,True,18,2007.0,"['Comedy', ' Drama']",Short
m/breakheart_pass,Breakheart Pass,"Action & Adventure, Mystery & Suspense, Western",Tom Gries,1975-12-25,95.0,60.0,False,5,1975.0,"['Action & Adventure', ' Mystery & Suspense', ' Western']",Short
m/breakin_all_the_rules,Breakin' All the Rules,"Comedy, Romance",Daniel Taplitz,2004-05-14,85.0,31.0,False,51,2004.0,"['Comedy', ' Romance']",Short
m/breaking_a_monster,Breaking A Monster,Documentary,Luke Meyer,2016-06-24,93.0,100.0,True,18,2016.0,['Documentary'],Short
m/breaking_and_entering,Breaking and Entering,Drama,Anthony Minghella,2007-02-16,119.0,34.0,False,90,2007.0,['Drama'],Short
m/breaking_and_exiting,Breaking & Exiting,Comedy,Peter Facinelli,2018-08-17,78.0,0.0,False,4,2018.0,['Comedy'],Short
m/breaking_away,Breaking Away,"Comedy, Drama",Peter Yates,1979-07-13,100.0,95.0,True,17,1979.0,"['Comedy', ' Drama']",Short
m/breaking_in_2018,Breaking In,Mystery & Suspense,James McTeigue,2018-05-11,88.0,27.0,True,76,2018.0,['Mystery & Suspense'],Short
m/breaking_news,Daai si gin (Breaking News),"Action & Adventure, Drama",Johnnie To,2006-01-27,89.0,79.0,False,9,2006.0,"['Action & Adventure', ' Drama']",Short
m/breaking_the_girls,Breaking The Girls,"Drama, Mystery & Suspense, Special Interest",Jamie Babbit,2013-07-26,83.0,11.0,True,6,2013.0,"['Drama', ' Mystery & Suspense', ' Special Interest']",Short
m/breaking_the_waves,Breaking the Waves,"Art House & International, Drama, Romance",Lars von Trier,1996-11-29,159.0,85.0,False,19,1996.0,"['Art House & International', ' Drama', ' Romance']",Long
m/breaking_upwards,Breaking Upwards,"Drama, Romance",Daryl Wein,2010-04-02,88.0,60.0,True,16,2010.0,"['Drama', ' Romance']",Short
m/breakthrough_2019,Breakthrough,Drama,Roxann Dawson,2019-04-17,116.0,63.0,True,43,2019.0,['Drama'],Short
m/breakup_at_a_wedding,Breakup at a Wedding,Comedy,Victor Quinaz,2013-06-21,85.0,67.0,True,6,2013.0,['Comedy'],Short
m/breathe_2017,Breathe,"Drama, Romance",Andy Serkis,2017-10-13,117.0,67.0,True,118,2017.0,"['Drama', ' Romance']",Short
m/breathe_in,Breathe In,"Drama, Romance",Drake Doremus,2014-03-28,97.0,56.0,True,59,2014.0,"['Drama', ' Romance']",Short
m/breathless,Breathless,Drama,Jean-Luc Godard,1961-02-07,90.0,97.0,False,38,1961.0,['Drama'],Short
m/breezy,Breezy,"Classics, Drama, Romance",Clint Eastwood,1973-11-18,108.0,67.0,False,3,1973.0,"['Classics', ' Drama', ' Romance']",Short
m/brian_banks,Brian Banks,Drama,Tom Shadyac,2019-08-09,99.0,62.0,True,48,2019.0,['Drama'],Short
m/brick,Brick,"Action & Adventure, Drama, Horror, Mystery & Suspense",Rian Johnson,2006-04-21,109.0,80.0,True,86,2006.0,"['Action & Adventure', ' Drama', ' Horror', ' Mystery & Suspense']",Short
m/brick_lane,Brick Lane,Drama,"Sharon Gavron, Sarah Gavron",2008-06-20,101.0,68.0,True,75,2008.0,['Drama'],Short
m/brick_mansions,Brick Mansions,"Action & Adventure, Drama",,2014-04-25,90.0,26.0,True,66,2014.0,"['Action & Adventure', ' Drama']",Short
m/bride,The Bride,"Art House & International, Comedy, Drama, Horror, Science Fiction & Fantasy",Franc Roddam,1985-08-16,118.0,25.0,False,4,1985.0,"['Art House & International', ' Comedy', ' Drama', ' Horror', ' Science Fiction & Fantasy']",Short
m/bride_and_prejudice,Bride and Prejudice,"Comedy, Musical & Performing Arts, Romance",,2005-02-11,110.0,64.0,False,66,2005.0,"['Comedy', ' Musical & Performing Arts', ' Romance']",Short
m/bride_flight,Bride Flight,"Art House & International, Classics, Drama",Ben Sombogaart,2011-06-10,130.0,67.0,True,29,2011.0,"['Art House & International', ' Classics', ' Drama']",Long
m/bride_of_chucky,Bride of Chucky,"Action & Adventure, Horror",Ronny Yu,1998-10-16,89.0,46.0,False,10,1998.0,"['Action & Adventure', ' Horror']",Short
m/bride_of_frankenstein,The Bride of Frankenstein,"Classics, Horror, Science Fiction & Fantasy, Special Interest",James Whale,1935-04-22,75.0,98.0,True,18,1935.0,"['Classics', ' Horror', ' Science Fiction & Fantasy', ' Special Interest']",Short
m/bride_of_re_animator,Bride of Re-Animator,"Comedy, Horror, Science Fiction & Fantasy",Brian Yuzna,1990-12-31,97.0,40.0,True,12,1990.0,"['Comedy', ' Horror', ' Science Fiction & Fantasy']",Short
m/bride_of_the_gorilla,Bride of the Gorilla,"Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",Curt Siodmak,1951-10-01,76.0,40.0,False,0,1951.0,"['Classics', ' Horror', ' Mystery & Suspense', ' Science Fiction & Fantasy']",Short
m/bride_of_the_monster,Bride of the Monster,"Horror, Science Fiction & Fantasy",Edward D. Wood Jr.,1955-01-01,68.0,45.0,False,4,1955.0,"['Horror', ' Science Fiction & Fantasy']",Short
m/bride_of_the_wind,Bride of the Wind,"Drama, Musical & Performing Arts",Bruce Beresford,2001-06-08,99.0,11.0,True,34,2001.0,"['Drama', ' Musical & Performing Arts']",Short
m/bride_wars,Bride Wars,Comedy,Gary Winick,2009-01-09,90.0,11.0,False,84,2009.0,['Comedy'],Short
m/bridegroom_2013,Bridegroom,"Documentary, Special Interest",Linda Bloodworth-Thomason,2013-10-04,79.0,85.0,False,5,2013.0,"['Documentary', ' Special Interest']",Short
m/brides_of_dracula,The Brides of Dracula,"Classics, Horror",Terence Fisher,1960-01-01,85.0,75.0,False,4,1960.0,"['Classics', ' Horror']",Short
m/brideshead_revisited,Brideshead Revisited,Drama,Julian Jarrold,2008-07-25,134.0,62.0,True,102,2008.0,['Drama'],Long
m/bridesmaids_2011,Bridesmaids,Comedy,Paul Feig,2011-05-13,125.0,90.0,False,200,2011.0,['Comedy'],Long
m/bridge_of_spies,Bridge of Spies,"Drama, Mystery & Suspense",Steven Spielberg,2015-10-16,141.0,90.0,False,239,2015.0,"['Drama', ' Mystery & Suspense']",Long
m/bridge_on_the_river_kwai,The Bridge on the River Kwai,"Action & Adventure, Classics, Drama",David Lean,1957-10-02,161.0,95.0,True,27,1957.0,"['Action & Adventure', ' Classics', ' Drama']",Long
m/bridge_to_terabithia,Bridge to Terabithia,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Gabor Csupo,2007-02-16,96.0,85.0,True,109,2007.0,"['Action & Adventure', ' Kids & Family', ' Science Fiction & Fantasy']",Short
m/bridge_too_far,A Bridge Too Far,"Action & Adventure, Drama","Sidney Hayers, Richard Attenborough",1977-06-15,179.0,64.0,False,7,1977.0,"['Action & Adventure', ' Drama']",Long
m/bridges_at_tokori,The Bridges at Toko-Ri,"Action & Adventure, Classics, Drama, Romance",Mark Robson,1954-01-01,103.0,80.0,False,2,1954.0,"['Action & Adventure', ' Classics', ' Drama', ' Romance']",Short
m/bridges_of_madison_county,The Bridges of Madison County,"Drama, Romance",Clint Eastwood,1995-06-02,135.0,90.0,True,42,1995.0,"['Drama', ' Romance']",Long
m/bridget_jones_diary,Bridget Jones's Diary,"Comedy, Romance",Sharon Maguire,2001-04-13,92.0,80.0,False,74,2001.0,"['Comedy', ' Romance']",Short
m/bridget_jones_the_edge_of_reason,Bridget Jones: The Edge of Reason,"Comedy, Drama, Romance",Beeban Kidron,2004-11-12,106.0,27.0,True,92,2004.0,"['Comedy', ' Drama', ' Romance']",Short
m/bridget_joness_baby_2016,Bridget Jones's Baby,"Comedy, Romance",Sharon Maguire,2016-09-16,122.0,78.0,True,144,2016.0,"['Comedy', ' Romance']",Long
m/brief_history_of_time,A Brief History of Time,"Documentary, Special Interest",Errol Morris,1992-01-01,84.0,94.0,False,6,1992.0,"['Documentary', ' Special Interest']",Short
m/brief_interviews_with_hideous_men,Brief Interviews with Hideous Men,"Comedy, Drama",John Krasinski,2009-09-25,80.0,40.0,True,28,2009.0,"['Comedy', ' Drama']",Short
m/brigadoon,Brigadoon,"Classics, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Vincente Minnelli,1954-09-08,108.0,85.0,False,2,1954.0,"['Classics', ' Drama', ' Musical & Performing Arts', ' Science Fiction & Fantasy', ' Romance']",Short
m/bright,Bright,Drama,David Ayer,2017-12-22,117.0,28.0,True,88,2017.0,['Drama'],Short
m/bright_eyes,Bright Eyes,"Action & Adventure, Classics, Comedy, Documentary, Drama, Musical & Performing Arts",David Butler,1934-12-11,83.0,83.0,True,3,1934.0,"['Action & Adventure', ' Classics', ' Comedy', ' Documentary', ' Drama', ' Musical & Performing Arts']",Short
m/bright_leaves,Bright Leaves,"Documentary, Special Interest",Ross McElwee,2004-08-25,107.0,86.0,True,38,2004.0,"['Documentary', ' Special Interest']",Short
m/bright_lights_starring_carrie_fisher_and_debbie_reynolds,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,Documentary,Alexis Bloom,2017-01-07,95.0,100.0,True,45,2017.0,['Documentary'],Short
m/bright_star,Bright Star,"Drama, Romance",Jane Campion,2009-05-15,119.0,83.0,True,125,2009.0,"['Drama', ' Romance']",Short
m/bright_young_things,Bright Young Things,"Comedy, Drama",Stephen Fry,2004-08-20,105.0,65.0,True,60,2004.0,"['Comedy', ' Drama']",Short
m/brightburn,Brightburn,"Horror, Science Fiction & Fantasy",David Yarovesky,2019-05-24,91.0,58.0,False,158,2019.0,"['Horror', ' Science Fiction & Fantasy']",Short
m/brightest_star,Brightest Star,"Comedy, Drama, Romance",Maggie Kiley,2014-01-31,80.0,13.0,True,10,2014.0,"['Comedy', ' Drama', ' Romance']",Short
m/brighton_beach_memoirs,Brighton Beach Memoirs,"Comedy, Drama",Gene Saks,1986-12-25,108.0,69.0,True,3,1986.0,"['Comedy', ' Drama']",Short
m/brighton_rock-2010,Brighton Rock,"Drama, Mystery & Suspense",Rowan Joffe,2011-08-26,111.0,51.0,True,62,2011.0,"['Drama', ' Mystery & Suspense']",Short
m/brigsby_bear_2017,Brigsby Bear,Comedy,Dave McCary,2017-07-28,97.0,82.0,True,100,2017.0,['Comedy'],Short
m/brilliant_lies,Brilliant Lies,Drama,Richard Franklin,1996-08-08,93.0,80.0,False,1,1996.0,['Drama'],Short
m/brimstone_2017,Brimstone,"Art House & International, Mystery & Suspense, Western",Martin Koolhoven,2017-03-10,148.0,42.0,True,56,2017.0,"['Art House & International', ' Mystery & Suspense', ' Western']",Long
m/bring_it_on,Bring It On,Comedy,Peyton Reed,2000-08-25,98.0,63.0,False,51,2000.0,['Comedy'],Short
m/bring_it_on_all_or_nothing,Bring It On: All or Nothing,Comedy,Steve Rash,2006-01-01,99.0,20.0,False,3,2006.0,['Comedy'],Short
m/bringing_down_the_house,Bringing Down the House,Comedy,Adam Shankman,2003-03-07,105.0,34.0,False,83,2003.0,['Comedy'],Short
m/bringing_out_the_dead,Bringing Out the Dead,"Drama, Mystery & Suspense",Martin Scorsese,1999-10-22,122.0,72.0,False,43,1999.0,"['Drama', ' Mystery & Suspense']",Long
m/bringing_up_baby,Bringing Up Baby,"Classics, Comedy, Romance",Howard Hawks,1938-02-18,102.0,93.0,True,20,1938.0,"['Classics', ' Comedy', ' Romance']",Short
m/bringing_up_bobby_2012,Bringing Up Bobby,"Comedy, Kids & Family",Famke Janssen,2012-09-28,93.0,17.0,True,12,2012.0,"['Comedy', ' Kids & Family']",Short
m/britannia_hospital,Britannia Hospital,"Art House & International, Comedy, Drama",Lindsay Anderson,2001-01-01,116.0,50.0,False,1,2001.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/britt_marie_was_here,Britt-Marie Was Here,"Comedy, Drama, Sports & Fitness",Tuva Novotny,2019-09-20,94.0,70.0,False,14,2019.0,"['Comedy', ' Drama', ' Sports & Fitness']",Short
m/broadcast_news,Broadcast News,"Comedy, Drama","James L. Brooks, James A. Brooks",1987-12-16,132.0,98.0,False,24,1987.0,"['Comedy', ' Drama']",Long
m/broadway_damage,Broadway Damage,"Art House & International, Comedy, Gay & Lesbian",Victor Mignatti,1997-08-26,110.0,29.0,False,0,1997.0,"['Art House & International', ' Comedy', ' Gay & Lesbian']",Short
m/broadway_danny_rose,Broadway Danny Rose,"Comedy, Romance",Woody Allen,1984-01-27,86.0,100.0,False,6,1984.0,"['Comedy', ' Romance']",Short
m/broadway_idiot_2013,Broadway Idiot,"Documentary, Musical & Performing Arts, Special Interest",Doug Hamilton,2013-10-11,81.0,65.0,False,14,2013.0,"['Documentary', ' Musical & Performing Arts', ' Special Interest']",Short
m/broadway_melody,The Broadway Melody,"Musical & Performing Arts, Romance",Harry Beaumont,1929-02-01,110.0,33.0,True,18,1929.0,"['Musical & Performing Arts', ' Romance']",Short
m/broadway_the_golden_age,Broadway: The Golden Age,"Documentary, Musical & Performing Arts, Special Interest",Rick McKay,2004-06-11,109.0,83.0,False,30,2004.0,"['Documentary', ' Musical & Performing Arts', ' Special Interest']",Short
m/brokeback_mountain,Brokeback Mountain,"Drama, Romance",Ang Lee,2005-12-09,134.0,87.0,True,168,2005.0,"['Drama', ' Romance']",Long
m/brokedown_palace,Brokedown Palace,"Drama, Mystery & Suspense",Jonathan Kaplan,1999-08-13,100.0,31.0,False,3,1999.0,"['Drama', ' Mystery & Suspense']",Short
m/broken_2012,Broken,"Documentary, Drama, Special Interest",Rufus Norris,2013-07-19,90.0,63.0,True,49,2013.0,"['Documentary', ' Drama', ' Special Interest']",Short
m/broken_city,Broken City,Drama,Allen Hughes,2013-01-18,108.0,28.0,False,82,2013.0,['Drama'],Short
m/broken_embraces,Broken Embraces,"Art House & International, Comedy, Drama, Mystery & Suspense",Pedro Almodóvar,2009-11-20,128.0,81.0,False,115,2009.0,"['Art House & International', ' Comedy', ' Drama', ' Mystery & Suspense']",Long
m/broken_english,Broken English,"Art House & International, Comedy, Drama",Zoe Cassavetes,2007-06-22,97.0,64.0,True,51,2007.0,"['Art House & International', ' Comedy', ' Drama']",Short
m/broken_flowers,Broken Flowers,"Comedy, Drama, Mystery & Suspense",Jim Jarmusch,2005-08-05,107.0,87.0,True,120,2005.0,"['Comedy', ' Drama', ' Mystery & Suspense']",Short
m/broken_hearts_club,The Broken Hearts Club,"Comedy, Drama, Romance, Gay & Lesbian",Greg Berlanti,2000-09-29,94.0,62.0,False,4,2000.0,"['Comedy', ' Drama', ' Romance', ' Gay & Lesbian']",Short
m/broken_horses,Broken Horses,"Action & Adventure, Drama",Vidhu Vinod Chopra,2015-04-10,101.0,25.0,True,17,2015.0,"['Action & Adventure', ' Drama']",Short
m/broken_lance,Broken Lance,"Classics, Drama, Western, Romance",Edward Dmytryk,1954-09-25,96.0,92.0,True,5,1954.0,"['Classics', ' Drama', ' Western', ' Romance']",Short
m/broken_tower,Broken Tower,"Art House & International, Drama",James Franco,2012-04-26,108.0,20.0,True,7,2012.0,"['Art House & International', ' Drama']",Short
m/bronco_billy,Bronco Billy,Comedy,Clint Eastwood,1980-01-01,116.0,75.0,False,5,1980.0,['Comedy'],Short
m/bronson,Bronson,"Action & Adventure, Drama",Nicolas Winding Refn,2009-10-09,92.0,76.0,False,61,2009.0,"['Action & Adventure', ' Drama']",Short
m/bronx_tale,A Bronx Tale,Drama,Robert De Niro,1993-01-01,122.0,97.0,False,7,1993.0,['Drama'],Long
